positive_bert,negative_bert,neutral_bert
0.01567159965634346,0.6608989238739014,0.32342955470085144
0.0063022891990840435,0.9033486843109131,0.09034895151853561
0.015736879780888557,0.709820568561554,0.27444255352020264
0.29841747879981995,0.04281096160411835,0.6587715148925781
0.1553220897912979,0.23366744816303253,0.6110104918479919
0.06647496670484543,0.4772665500640869,0.4562584459781647
0.01438666507601738,0.7664660811424255,0.21914726495742798
0.0068702176213264465,0.9212614893913269,0.07186833769083023
0.007143647409975529,0.8732578158378601,0.11959844827651978
0.24996407330036163,0.15353989601135254,0.596496045589447
0.022399649024009705,0.5802391171455383,0.39736124873161316
0.06941912323236465,0.5005097985267639,0.43007105588912964
0.03404074162244797,0.3909265697002411,0.5750327110290527
0.14076730608940125,0.14251025021076202,0.7167224287986755
0.1714334934949875,0.4598631262779236,0.36870336532592773
0.011859254911541939,0.8642825484275818,0.12385822832584381
0.01557992771267891,0.7651793956756592,0.21924063563346863
0.08805505186319351,0.08094799518585205,0.8309969902038574
0.018516935408115387,0.8399657011032104,0.1415172964334488
0.04252775385975838,0.7830848097801208,0.17438752949237823
0.054575782269239426,0.6428232192993164,0.30260100960731506
0.008445200510323048,0.9127069115638733,0.07884792983531952
0.027767134830355644,0.7317281365394592,0.24050480127334595
0.01659080758690834,0.7274707555770874,0.25593841075897217
0.09171873331069946,0.517410933971405,0.3908703625202179
0.0591854564845562,0.6844543218612671,0.25636026263237
0.005464696325361729,0.9213953614234924,0.07313995063304901
0.010616900399327278,0.7819592952728271,0.2074238508939743
0.08053229004144669,0.11225961148738861,0.8072080612182617
0.011310064233839512,0.6243188381195068,0.364371120929718
0.12744536995887756,0.10987970978021622,0.7626749277114868
0.21047477424144745,0.08521384000778198,0.7043114304542542
0.032536886632442474,0.5646898746490479,0.40277329087257385
0.012986567802727222,0.7446898818016052,0.24232353270053864
0.024486586451530457,0.6441885828971863,0.33132484555244446
0.024097220972180367,0.45552632212638855,0.520376443862915
0.018259862437844276,0.7608885765075684,0.2208516150712967
0.0058632842265069485,0.9059624671936035,0.08817429840564728
0.010413466952741146,0.8592643737792969,0.13032211363315582
0.024971114471554756,0.7980161905288696,0.17701271176338196
0.012067940086126328,0.7860509753227234,0.20188112556934357
0.01732080988585949,0.78097003698349,0.20170921087265015
0.027536094188690186,0.7373157739639282,0.23514817655086517
0.18638429045677185,0.12609390914440155,0.6875218152999878
0.011892824433743954,0.7737414240837097,0.21436576545238495
0.012689358554780483,0.7577917575836182,0.229518860578537
0.01043748203665018,0.8773154616355896,0.11224708706140518
0.008292291313409805,0.8967969417572021,0.09491080790758133
0.036052267998456955,0.6620581746101379,0.3018895983695984
0.029767800122499466,0.39502090215682983,0.5752112865447998
0.007289739325642586,0.868994951248169,0.12371525168418884
0.011404828168451786,0.7570335268974304,0.2315616011619568
0.0183081217110157,0.6932212114334106,0.28847068548202515
0.02794446051120758,0.6955488920211792,0.2765066623687744
0.014842045493423939,0.8852049112319946,0.09995303303003311
0.0054112812504172325,0.94790118932724,0.04668748378753662
0.22030816972255707,0.3497743010520935,0.4299175441265106
0.3081633448600769,0.12966017425060272,0.5621764659881592
0.010797154158353806,0.6859300136566162,0.3032728433609009
0.1356869488954544,0.43417471647262573,0.4301382899284363
0.006258390843868256,0.9325553774833679,0.06118621677160263
0.008855595253407955,0.7841345071792603,0.20700998604297638
0.21430827677249908,0.2917637526988983,0.4939279854297638
0.3041499853134155,0.15665386617183685,0.5391961932182312
0.04553694650530815,0.6357117295265198,0.31875136494636536
0.025999868288636208,0.5732381343841553,0.4007619619369507
0.30515360832214355,0.1005697175860405,0.5942766666412354
0.17871083319187164,0.4709729254245758,0.35031622648239136
